protocol,domain_name,address,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,having_ip_address,shortening_service,https_token,web_traffic,domain_registration_length,dns_record,age_of_domain,statistical_report,label
http,shadetreetechnology.com,V4/validation/a111aedc8ae390eabcfa130e041a10a4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,support-appleld.com.secureupdate.duilawyeryork.com,ap/89e6a3b4b063b8d/?cmd=_update&dispatch=89e6a3b4b063b8d1b&locale=_,1,0,0,1,1,0,0,0,1,0,0,0,1,1
http,appleid.apple.com-app.es,,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,www.shadetreetechnology.com,V4/validation/ba4b8bddd7958ecb8772c836c2969531,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,html.house,l7ceeid6.html,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,wave.progressfilm.co.uk,time3/?logon=myposte,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,beta.kenaidanceta.com,postamok/d39a2/source,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.ktplasmachinery.com,cs/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,batvrms.net,deliver/D2017HL/u.php,0,0,0,0,0,0,0,0,1,1,0,0,0,1
http,support-appleld.com.secureupdate.duilawyeryork.com,ap/bb14d7ff1fcbf29?cmd=_update&dispatch=bb14d7ff1fcbf29bb&locale=_us,1,0,0,1,1,0,0,0,1,0,0,0,1,1
https,polarklimatsgserver.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,secureupdate.appleld.com.duilawyeryork.com,ap/88b142e778d73f7,1,0,0,0,1,0,0,0,1,0,0,0,1,1
http,www.inbioma.pe,rechnung-376440790464490488&amp;cgi3-viewkontakt-376440790464490488-007acctpagetype-376440790464490488=4674720-&amp;info@s-und-s-shop.de.html,1,1,0,0,0,0,0,0,1,1,0,1,0,1
http,mno.naomigoff.com,Apollo/bc28a52c2070ca93176244f59e1f19c6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,xh167894743.el.r.appspot.com,,0,0,0,0,1,0,1,0,1,1,1,1,0,1
http,dichvuvnpt.com,home/components/com_user/bbtonline.html,1,0,0,0,0,0,1,0,1,0,0,0,0,1
http,swallowthisbitchpics.com,jpg/www.global.visa.com/myca/oce/emea/action/request_type=un_Activation/visa.html,1,0,0,0,0,0,0,0,1,1,1,1,1,1
http,realestateinvestordatabase.com,wp-content/plugins/portfolio-cpt/tax/login.php,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,vufd.hyperphp.com,amzn,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.courgeon-immobilier.fr,wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/,1,0,0,1,0,0,0,0,1,0,0,1,0,1
https,grassform-my.sharepoint.com,:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,1,0,0,1,0,0,1,0,1,0,0,0,0,1
http,hotmailsecure.brilliantbokeh.com,HotmailNEW/,0,0,0,0,0,0,0,0,1,1,1,1,1,1
http,vaportotal.net,catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,1,0,0,0,0,0,0,0,1,1,0,0,0,1
https,www.123formbuilder.com,form-4850478/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,sura.careervidi.com,mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,1,1,0,0,0,0,0,0,1,1,1,1,1,1
http,phan.thuchao.free.fr,Hao/YouTube/ba.htm,0,0,0,0,0,0,0,0,1,1,0,0,0,1
http,www.astroresidential.co.uk,application/data/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.nakamistrad.com,aa/test.php,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.shadetreetechnology.com,V4/validation/44ccd8b487c7fe797dc775e919236002,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,sites.google.com,site/ilyasdxih,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,docs.google.com,forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,sharedpont77wwjxjx.df.r.appspot.com,wp-content/xp.php,1,0,0,0,1,0,1,0,1,1,1,1,0,1
https,mailserver67187.uc.r.appspot.com,,0,0,0,0,1,0,1,0,1,1,1,1,0,1
http,www.storybookalpacas.com,account4/index2.html,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,storage.cloud.google.com,prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,1,1,0,0,0,0,1,0,1,0,0,0,0,1
http,baghira-wupperwolf.de,images/banners/bbtonline/,1,0,0,1,0,0,0,0,1,1,0,1,0,1
http,izvilagkft.hu,wp-content/languages/.../redirect/com.htm,1,0,0,0,0,0,0,0,1,1,0,1,0,1
http,sloaneandhyde.com,drs/new2015/document.php/index.css,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,documentos.sfo2.digitaloceanspaces.com,ordem.html,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.motoincontroepoca.com,blog/profile/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,elexusbettgiris4.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,electricitypak.com,fakt/css/data/16/index.php,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,app66560000.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,marketinghelper.com.au,themes/sports/wp-content/net/555183669058fb273008595a9393d628/,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,interimmanagement.uk.com,wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms,1,0,0,0,0,0,0,0,1,1,1,1,0,1
http,hidayat.uz,928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html,1,1,0,0,0,0,0,1,1,1,0,0,1,1
http,mne.edu.vn,wp-includes/Netflix/LoginID/index.php,1,0,0,0,0,0,0,0,1,1,0,1,0,1
http,enerclim.com,cs/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,www.skecherstanio.pl,,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,bit.ly,2E6D7J1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
http,www.goepsa.com,Old%20Files/yahoo/IDCHECK.html,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.noithatchauau.vn,1./db/box/,0,0,0,0,0,0,0,0,1,1,0,1,0,1
http,support-appleld.com.secureupdate.duilawyeryork.com,ap/78816aad8eccc21,1,0,0,1,1,0,0,0,1,0,0,0,1,1
http,98.126.214.77,ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https,1,1,0,0,0,1,0,1,1,0,0,0,0,1
http,www.aegisit.net,dhl/DHL%20REVENGE%20BY%20ALIBOBO/,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,afriquelemou.free.fr,templates/rhuk_milkyway/sdnconconsadf.html,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,www.lovetheedit.com,postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67,1,0,0,0,0,0,1,0,1,0,0,0,0,1
http,www.m9e4.com,labanquepostale.fr/service-mobile-pass/ac451/,1,0,0,0,0,0,0,0,1,1,1,1,1,1
http,union-companies.000webhostapp.com,,0,0,0,1,0,0,0,0,1,0,0,0,0,1
https,magalu-crediarioluiza.com,Produto_20203/produto.php?sku=1962067,1,0,0,1,0,0,0,0,1,1,1,1,1,1
https,drive.google.com,file/d/1u7ag3FepresW0JRZehtrU5hLGGltMq6P/view?usp=sharing/,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,poligrafiapias.com,Secured-adobe/2b078be1175659f354b82191320e7c51/,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http,pay-pal-deutschland.zxc301.com,29188,0,0,0,1,0,0,0,0,1,1,1,1,1,1
http,www.myappwiz.com,home/redirect?targetUrl=https,1,0,0,0,0,0,0,1,1,0,0,0,0,1
https,support-appleld.com.secureupdate.duilawyeryork.com,ap/c05f378d59c6ba8?cmd=_update&dispatch=c05f378d59c6ba805&locale=_US,1,0,0,1,1,0,0,0,1,1,0,0,1,1
http,sma.naturealtree.com,mot?jk=Z4NwlHBmcGKEmLqxy5qmnnx0YpGGjIx0fGBkaXy0j2lj/linda.todd7@nhs.net,1,1,0,0,0,0,0,0,1,0,0,0,0,1
http,www.kuchyne-volf.com,obrazky/dinds/alibaba/index/,1,0,0,1,0,0,0,0,1,0,0,0,0,1
http,littlee.com.au,alibaba/login.alibaba.com.php,0,0,0,0,0,0,0,0,1,1,0,1,0,1
http,www.gmfs.co.za,js/Gdocs/s/,0,0,0,0,0,0,0,0,1,1,0,1,0,1
https,amazon.co.jp.access.usid-9452.mixh.jp,,0,0,0,1,1,0,0,0,1,1,0,1,0,1
http,artemisbetguncel.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
https,oki.si,pkginfo/change/sitekeyverification.php?origin=cob&check=yes&destination=authentication,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http,transcript.login.2016.getwetusa.com,,0,0,0,0,1,0,0,0,1,1,0,0,0,1
http,www.condos-at-the-beach.com,home/cad.html,0,0,0,1,0,0,0,0,1,1,0,0,0,1
https,eye-lucir.com,?d=,0,0,0,1,0,0,0,0,1,1,0,0,0,1
http,www.strykertoyhaulers.com,wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com,1,1,0,0,0,0,0,0,1,0,0,0,0,1
http,maanprofessionals.nl,/index.html,0,0,1,0,0,0,0,0,1,1,0,1,0,1
https,uxohd.app.link,rgofF0wPL4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,www.evostore.com.np,IhrFall63417798752737518&cgi3-ViewKontakt-63417798752737518-007acctpagetype-63417798752737518=68119-problema&info@hoehne-buero.de.html&amp;data=02%7C01%7C%7C179ae50e4c144e3c228508d8170b3349%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637284684151373360&amp;sdata=T2/xt2zovdHmhQ/iQnm9NKstPU%206hPnRkQ4MGebgKZc=&amp,1,1,0,0,0,0,0,0,1,1,0,1,0,1
https,3u8kstpg-97iuu3sdu.vercel.app,,0,0,0,1,0,0,0,0,1,0,0,0,0,1
http,www.instohelp.com,assets_flight/libs/bootstrap/cmcst-wl.html,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.neudorf-ole.irv.cc,4B374AA12276932A9FA724E6142E9BD1,1,0,0,1,0,0,0,0,1,1,0,0,1,1
http,rockysite.net,mobile/Login-Acc.php,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,safirbetgiristikla.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,cartetitolare-it.www1.biz,portaleTitolares15/,0,0,0,1,0,0,0,0,1,0,0,0,0,1
http,judithleoni.com,telecom-de/index.php,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,creditiperhabbogratissicuro100.blogspot.it,2011/02/habbo-crediti-gratis-sicuro-100.html,1,0,0,0,0,0,0,0,1,1,0,1,0,1
https,visitor.constantcontact.com,manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoZzmwKGQRldBj3DIQx_njBG0dZpWmiUe3pcjeVlJWx69PrGVPLH5iJhUKaVM_65A10roateFGYI76L1_HFN7Js=,1,0,0,0,0,0,1,0,1,0,0,0,0,1
https,storage.cloud.google.com,user517497679326978.appspot.com/index.html#samsnow@tjsnow.com,1,1,0,0,0,0,1,0,1,0,0,0,0,1
http,icloud.com.find.support-lphone.co,,0,0,0,1,1,0,0,0,1,1,0,1,1,1
http,m.hf695.com,,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,cns-international2.com,r.htm,0,0,0,1,0,0,0,0,1,1,1,1,1,1
http,northstaradvisorygroup.com,att/sbc/sbc/sbcglobal.net.htm,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.laviosaviaggi.com,ver/webapps/2635a/websrc,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,secure-login-portal-outlook.el.r.appspot.com,c:/users/user/downloads,1,0,0,1,1,0,1,0,1,1,1,1,0,1
https,viatraniver1972.blogspot.be,,0,0,0,0,0,0,0,0,1,1,0,1,0,1
https,www.google.com,url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiC2P6hqevYAhWBqaQKHbbxA4cQFggqMAA&url=http%3A%2F%2Fwww.skatteetaten.no%2Fen%2Fperson%2F&usg=AOvVaw27Bb-ElBmjNVWBcdUaMcxg,1,0,0,0,0,0,0,1,1,0,0,0,0,1
http,doc.google.share.pressurecookerindia.com,clients/?7777772e646f632e676f6f676c652e73686172652e7072657373757265636f6f6b6572696e6469612e636f6d.php=,1,0,0,0,1,0,0,0,1,1,0,0,0,1
http,www.neutralsources.com,-/re.html,0,0,0,0,0,0,0,0,1,1,0,0,0,1
http,www.scancity.am,tmp/ibxolb/ibxolb/login/index-html/login/,1,0,0,0,0,0,0,0,1,1,0,1,0,1
https,www.intouchcrm.co.uk,app/settings/signupforms/v/Hosted.aspx?s=F01B6C73-FF67-42B2-A0FC-CB6D6A8F026A,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,bologna.babyloweb.eu,info/,0,0,0,0,0,0,0,0,1,1,0,1,0,1
http,www.12yards.ru,wp-content/plugins/ups/ups/ups/UPS.htm,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http,kprealtors.com,ve/,0,0,0,0,0,0,0,0,1,1,1,1,1,1
https,mauy.org,PH/docusign/DocuSign/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,202.77.121.186,kliping/,0,0,0,0,0,1,0,0,1,1,0,1,0,1
http,hello-d4cdd.firebaseapp.com,,0,0,0,1,0,0,0,0,1,1,1,1,0,1
http,to-stromatadiko.gr,cache/,0,0,0,1,0,0,0,0,1,1,0,1,0,1
http,logln-office365-0nline.wm.r.appspot.com,wp-content/xp.php,1,0,0,1,1,0,1,0,1,1,1,1,0,1
https,gpahb8bo-hbor35zkv.vercel.app,,0,0,0,1,0,0,0,0,1,0,0,0,0,1
https,support-appleld.com.secureupdate.duilawyeryork.com,ap/ee636eeb7669742/?cmd=_update&dispatch=ee636eeb76697424b&locale=_,1,0,0,1,1,0,0,0,1,0,0,0,1,1
http,support-appleld.com.secureupdate.duilawyeryork.com,ap/36de3c415ce0bab?cmd=_update&dispatch=36de3c415ce0bab6f&locale=_us,1,0,0,1,1,0,0,0,1,0,0,0,1,1
http,justlookapp.com,blog/wp-content/themes/storefront/assets/fonts/d77722bd1cf46a12214c17ad4b362a5c,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.neudorf-ole.irv.cc,4B374AA12276932A9FA724E6142E9BD1/?sec=Wolfgang%20Meyerle,1,0,0,1,0,0,0,0,1,1,0,0,1,1
http,baby-lim.com,clovvy/,0,0,0,1,0,0,0,0,1,0,0,0,0,1
http,topprioritys.appspot.com,u?purl=b2Qubmlnb2wvU1UvbW9jLml0aWMuZW5pbG5vLy86c3B0dGg=,1,0,0,0,0,0,1,0,1,1,1,1,0,1
https,itxuye.com,,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,www.paypal.com.fr.cgi.bin.webscr.cmd.flow.session.ycwnzphbcryskgq9zzetmzxi8zg51bfu4zhgnlq2wntjgx8jlj7gdispatch.c70bbe4152786147242b0tb71efa252acz.waterdamagerestorationhouston.com,update/Tmpjd09UUXdOVGcxT1RBPQ%3D%3D/erreur.htm?cmd=_error_login-run&amp;disp,1,0,0,0,1,0,0,0,1,1,0,0,1,1
https,bit.ly,39vDK97,0,0,0,0,0,0,1,0,1,1,0,0,0,1
http,mereliverystables.com,user1/alibaba/alibaba.com/login.php?cmd=login_submit&amp;amp,1,0,0,0,0,0,0,0,1,1,0,0,1,1
https,tlook-off365-signin.el.r.appspot.com,,0,0,0,1,1,0,1,0,1,1,1,1,0,1
http,botforbyks.blogspot.ru,,0,0,0,0,0,0,0,0,1,1,1,1,0,1
http,alpreco.ro,wp-content/uploads/attractionvk.html,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,utrackafrica.com,administrator/help/en-GB/activation.php?email=abuse@domain.com,1,1,0,0,0,0,0,0,1,1,0,0,0,1
http,gov.taxclaim08.com,,0,0,0,0,0,0,0,0,1,1,1,1,1,1
https,instagramnotice-security.com,username.php,0,0,0,1,0,0,0,0,1,1,1,1,1,1
http,signin.eday.co.uk.ws.edayisapi.dllsign.inusingsslpuseridcopartnerid2siteid.zdfxx949xyss1pnbh0soabfdzgdh2kppnu.reippl.com,,1,0,0,0,1,0,0,0,1,1,1,1,1,1
http,owl.li,9KyR30pXOCN,0,0,0,0,0,0,0,0,1,1,0,1,0,1
https,vostbaddleschoi1973.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
https,myppbilling-acount.link,,0,0,0,1,0,0,0,0,1,1,0,1,1,1
https,sites.google.com,view/dealsd/home?fbclid=IwAR2JJYu14sqA2gp31cX8lhEKvYkF-8EC51J4YYyOzXh25AaPmeKesPgd9dg,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,masterhealthcaregroup.com,wp-content/uploads/Office369/cfb7a0824144625b1067e3859bb85ffc/Login.php?websrc=59c275dc2e97dd3b896ed4ff2b82a8fd&dispatched=29&id=878485762,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http,201.163.98.162,crm/jssource/src_files/modules/Project/home/de102cc29dbc05509b7f97227/r1.php,1,0,0,0,0,1,0,0,1,0,0,0,0,1
http,faceboook.bitballoon.com,,0,0,0,0,0,0,0,0,1,1,0,0,0,1
http,latinasonline09.webcindario.com,app/facebook.com/?lang=de,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,netorgft754307-my.sharepoint.com,:b:/g/personal/shelley_collegeadvisorsne_com/ETeAXwoP0Z9HqUfODpU5UJ8BmF7CVxm8NQun0hSVoB71yA,1,0,0,1,0,0,1,0,1,0,0,0,0,1
https,tekoma-my.sharepoint.com,:o:/g/personal/jglorie_cryonorm_com/EkKk_u3bn1pIllAzGyJIo1oBt6TRaNZ2_nrTiHKiV1tW-Q?e=ksIEcu,1,0,0,1,0,0,1,0,1,0,0,0,0,1
http,goldcoastships.com,daum/daum/daaum/login.php,0,0,0,0,0,0,0,0,1,1,0,0,0,1
https,7426fbe0d8676fde2cac756c0731ce57.udagwebspace.de,7e08701fe7e22e7e0b0fabe1c449c468ZjZiZDNjMmQxYTNlNWI4MmU2NzRhNjk2NWFmOWIwNTM=/signin/,1,0,0,0,0,0,0,0,1,1,0,1,0,1
http,support-appleld.com.secureupdate.duilawyeryork.com,ap/581d6deb2e3e91e?cmd=_update&dispatch=581d6deb2e3e91efc&locale=_US,1,0,0,1,1,0,0,0,1,0,0,0,1,1
http,illitrading.ro,doc/Doctgn/dc475aa73f27292d9e8c96db191c0d61/index2.php,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,shadetreetechnology.com,V4/validation/ef60e2fdf10306f54afdd72d8d3ea6af,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,yanddcleaning.com.au,Bank%20of%20America/app/ac125f5c244313f4da59f6d8d7597aae,1,0,0,0,0,0,0,0,1,1,0,1,0,1
https,www.pistolclothing.com.au,system/nitro/server/update/webmail.php?userid=tcanella@eqhs.org,1,1,0,0,0,0,0,0,1,1,0,1,0,1
http,raesewsart.com,esewsarlokcke/,0,0,0,0,0,0,1,0,1,0,0,0,0,1
http,hepsibahisgirisimiz4.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,jeticdesigns.asia,wp-includes/js/tinymce/plugins/hr/content/update/webmail.php,1,0,0,0,0,0,0,0,1,1,0,0,0,1
http,skilful-courage-283714.nw.r.appspot.com,home.html,1,0,0,1,1,0,1,0,1,1,1,1,0,1
http,madeua.info,media/jsslider/drive/index.php,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,vktheme.ru,auth,0,0,0,0,0,0,0,0,1,1,0,0,0,1
https,frankdiekman.com,wp-content/plugins/ubb/toda/webmail.php,1,0,0,0,0,0,0,0,1,1,0,0,1,1
https,immo.numeriklabs.com,region/CA-2.0/CA/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,satkom.id,img/clpds/index.php,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,cartetitolare-italy.www1.biz,portaleTitolares11/,1,0,0,1,0,0,0,0,1,0,0,0,0,1
https,andreacostafisio.com.br,wp-content/plugins/adob/login.php?cmd=login_submit&amp;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204&amp;session=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204,1,0,0,0,0,0,0,0,1,0,0,0,0,1
https,www.cartaoitau.tk,card,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,www.shadetreetechnology.com,V4/validation/efbe45e31b19a2f237879c43c1825c6b,1,0,0,0,0,0,0,0,1,0,0,0,0,1
http,chemsbury.net,scotiabank.app.chemsbury.net/mxonlineV1/leap/signon/ScotiaWeb2.php,1,0,0,0,0,0,0,0,1,1,1,1,1,1
http,uniteddental.ca,new/trust/db/,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,hublaalikes.com,login,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https,noreply-netelle.blogspot.com,,0,0,0,1,0,0,1,0,1,1,1,1,0,1
http,pixel.baltic-dragon.ru,kr/english%20newchn/newchn/index.php?email=john.doe@example.com,1,1,0,1,0,0,0,0,1,0,0,0,0,1
http,servicepaypal.serveirc.com,,0,0,0,0,0,0,0,0,1,1,1,1,1,1
https,useful-maxim-276319.uc.r.appspot.com,off365.html,1,0,0,1,1,0,1,0,1,1,1,1,0,1
https,zmail221.appspot.com,,0,0,0,0,0,0,1,0,1,1,1,1,0,1
http,twowheelcool.com,twitter.com/index759b.html,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http,centromusicalpaternense.es,wp-includes/css,0,0,0,0,0,0,0,0,1,1,0,1,0,1
https,domwin-pjf2hfmn.github.io,,0,0,0,1,0,0,0,0,1,1,0,1,0,1
